date,meantemp,humidity,wind_speed,meanpressure,meantemp_diff,meanpressure_diff
2013-01-02,-2.463453918276338,1.8628283636624299,-0.9183700108528811,1.284505285418893,-2.5999999999999996,2.1333333333333258
2013-01-03,-2.4952190122572873,1.5645686988847682,-0.49931795893866504,1.401072895495292,-0.2333333333333334,0.8666666666666742
2013-01-04,-2.2910148366654712,0.6300217492480944,-1.3610782269880608,1.1993212626707568,1.4999999999999991,-1.5
2013-01-05,-2.6540444821620333,1.5546267100588458,-0.7358796011483031,1.109653870304302,-2.666666666666666,-0.6666666666666288
2013-01-06,-2.5179083651008223,1.3140305804715322,-1.298558364404085,1.311405503128837,1.0,1.5
2013-01-07,-2.5179083651008223,1.0634924620582962,-0.07688645499288292,1.580407680228217,0.0,2.0
2013-01-08,-2.2650841477014314,0.1755308314916583,0.13674319128826995,1.4074777092357367,1.8571428571428577,-1.2857142857144481
2013-01-09,-1.564955545672348,-0.5679879042755133,1.494558739685427,1.176904414579147,5.142857142857142,-1.7142857142855519
2013-01-10,-1.97336389685598,0.0732703749964595,0.20191833761133304,0.9975696298462219,-3.0,-1.3333333333333712
2013-01-11,-1.3315793449959872,-0.56585747809853,1.0057451422624504,1.0616177672508522,4.7142857142857135,0.4761904761905953
2013-01-12,-1.564955545672348,0.7890935704628477,1.6792216542674403,0.9847600023653019,-1.7142857142857135,-0.5714285714286689
2013-01-13,-1.3153726643934618,0.8586874922443023,-0.49931795893866504,0.683733756563622,1.833333333333334,-2.238095238095184
2013-01-14,-1.7237810155770936,1.6341626206662228,-1.5173778834480003,0.9303190855713769,-3.0,1.8333333333332575
2013-01-15,-1.4677154620571977,0.66126799984385,-1.5397064057994203,1.0231888848080617,1.8809523809523796,0.6904761904761472
2013-01-16,-1.587644898515883,1.5446847212329242,-1.6736775399079398,1.1320707183959118,-0.8809523809523796,0.8095238095238528
2013-01-17,-1.2246152530193215,1.1967151123256516,-0.34301830247872545,1.0199864779378471,2.666666666666666,-0.8333333333332575
2013-01-18,-1.587644898515883,1.872770352488353,0.5947796362809111,0.840651693204922,-2.666666666666666,-1.3333333333333712
2013-01-19,-1.769159721264164,0.9481653916776008,-0.18249433097932855,1.804576161144362,-1.333333333333334,7.166666666666629
2013-01-20,-1.9344678634099197,0.8657889128342467,0.47348144729076486,1.6188365626710075,-1.2142857142857135,-1.3809523809521806
2013-01-21,-1.946136673443738,0.9680493693294446,-1.1109987766521576,1.714908768777907,-0.08571428571428719,0.7142857142855519
2013-01-22,-2.1775680724477957,1.1271211905441978,-0.8921792576082427,1.822509639617653,-1.6999999999999993,0.7999999999999545
2013-01-23,-1.564955545672348,-0.036091502088683704,-0.6556176153986045,1.647658224503062,4.5,-1.2999999999999545
2013-01-24,-1.587644898515883,-0.006265535610917532,-0.11068097530854538,1.647658224503062,-0.16666666666666607,0.0
2013-01-25,-1.8031937505294666,0.37153003977412125,-0.2669806317684849,1.6812834966404846,-1.583333333333334,0.25
2013-01-26,-1.746470368420629,0.20251622973344652,0.04984299619085198,1.535573984044982,0.4166666666666661,-1.0833333333333712
2013-01-27,-1.7205396794565888,0.28631299269478916,-0.2651702110372887,1.3306199443502322,0.19047619047619158,-1.5238095238094047
2013-01-28,-1.4515087814546725,-0.2846412227367346,-0.7358796011483031,1.2889886550372271,1.9761904761904763,-0.30952380952385283
2013-01-29,-1.5479385310396967,0.2820521403408227,-0.8531043434932578,1.1264665063730133,-0.7083333333333339,-1.2083333333333712
2013-01-30,-1.4677154620571977,0.576050952764518,-1.4057352716909008,1.2921910619074417,0.5892857142857135,1.232142857142776
2013-01-31,-1.2654560881376848,0.2880173336363756,-0.9234391889002305,1.3652059385487099,1.4857142857142858,0.5428571428572013
2013-02-01,-1.2926833115499268,0.7294416375073153,-1.1109987766521576,1.042403326029457,-0.1999999999999993,-2.3999999999999773
2013-02-02,-1.2537872781038668,1.0021361881611774,-1.3369392839054446,1.1961188558005422,0.2857142857142847,1.142857142857224
2013-02-03,-1.0204110774275055,0.28631299269478916,-1.2029681497969253,0.9463311199225574,1.7142857142857153,-1.857142857142776
2013-02-04,-1.098203144319626,0.8061369798787144,1.1433371178333622,0.8502589138156119,-0.571428571428573,-0.7142857142858929
2013-02-05,-1.2075982383866701,1.8851978385207544,0.7912102856156995,1.0928412342355907,-0.803571428571427,1.8035714285714448
2013-02-06,-1.2019259001757863,0.6300217492480944,0.5145176505312121,1.401072895495292,0.04166666666666785,2.2916666666666288
2013-02-07,-1.347137758374411,-0.08182465068792469,1.0484710715186811,1.392106156258654,-1.0666666666666682,-0.06666666666660603
2013-02-08,-1.564955545672348,0.576050952764518,0.6726277277223477,1.1961188558005422,-1.5999999999999996,-1.4571428571427987
